ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
83,1,290,303,30,volkswagen santana,VW,santana,2,4,3,0,26,1582,1588,63,985,5,4,454.5,169.5,140,6.300000191,8.300000191,9.199999809,7.933333397,169,11.5,389125,0.915959775,7034.253906,141837.5625,2.743455172,55.31858826,89.29586029,91.76338196,80.77931213,100.4301224,20.16383934,0.25,9860000,4.1888E+12,5.4538E+12,75721383936,98588925952,7679.65332,9998.876953
84,1,290,303,30,volkswagen santana,VW,santana,2,4,3,0,26,1659,1595,55,985,5,4,454.5,169.5,140,6.699999809,8.899999619,9.699999809,8.433333397,160,13.60000038,370250,0.808993757,6220.660645,126199.5859,2.933844805,59.51940155,91.4460144,94.4148941,85.90679169,108.032959,20.2871685,0.25,9860000,4.5126E+12,5.5885E+12,75817287680,93893754880,7689.379883,9522.693359
70,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,6,4,1,0,26,14000,1192,25,760,5,2,407,155,150,7.5,7.5,7.5,7.5,115,37,74875,0.564631164,1507.74292,20550.43555,3.643475056,49.6603241,47.08455658,48.17053604,31.50483322,,13.62993431,0.25,9660000,1.281E+12,3.94072E+12,25795239936,79353577472,2670.314697,8214.65625
71,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,14668,1192,25,760,4,2,407,155,150,7.5,7.5,7.5,7.5,115,37,75875,0.523182571,1556.442505,21689.03906,3.498310804,48.74898911,49.55015564,50.20954132,32.87536621,,13.93500805,0.25,9670000,1.4024E+12,4.08716E+12,28767776768,83840876544,2974.951172,8670.204102
72,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,17209,1192,25,760,4,2,407,155,150,7.5,7.5,7.5,7.5,115,37,82250,0.509179175,1721.44104,23808.69336,3.4546206,47.77973557,52.27325821,51.53932953,34.66625214,,13.83067513,0.25,9710000,1.5685E+12,4.30619E+12,32827723776,90125860864,3380.816162,9281.756836
73,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,15328,1192,25,760,5,2,406,155,150,7.5,7.5,7.5,7.5,115,37,86750,0.474075615,1863.586182,27706.08398,3.131081343,46.55003357,55.92980957,54.96453857,37.07738876,,14.86707878,0.25,9740000,1.7823E+12,4.56013E+12,38287835136,97961934848,3930.989258,10057.69336
74,1,291,305,30,"volkswagen coccinelle-beetle, 1200",VW,kaefer,2,4,1,0,26,8199,1192,25,760,5,2,406,155,150,7.5,7.5,7.5,7.5,115,37,95937.5,0.448280334,2089.67041,31390.55273,3.05625391,45.9103508,59.82455444,62.32269287,41.77801514,,15.02177238,0.25,9770000,2.0909E+12,4.75429E+12,45543104512,1.03556E+11,4661.525391,10599.39063
75,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,2346,1192,25,760,4,2,406,155,150,7.5,7.5,7.5,7.5,115,19.5,107312.5,0.454191089,2389.207031,35754.91797,3.001335382,44.91553116,63.37810516,65.21598816,47.11231995,,14.9651823,0.25,9790000,2.3131E+12,4.68231E+12,51498889216,1.04247E+11,5260.356445,10648.32422
76,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,777,1192,25,760,4,2,406,155,150,7.5,7.5,7.5,7.5,115,19.5,121062.5,0.451087445,2751.800537,42294.51172,2.862369061,43.99392319,66.10121155,67.61766815,51.4294014,,15.36975956,0.25,9810000,2.6328E+12,4.9483E+12,59844628480,1.12477E+11,6100.370117,11465.54199
77,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,629,1192,25,760,5,2,406,155,150,7.5,7.5,7.5,7.5,115,37,130500,0.450158089,3143.753662,48619.62109,2.684101582,41.51088715,68.54105377,69.48742676,55.08410645,,15.46546841,0.25,9820000,2.8468E+12,4.97688E+12,68579598336,1.19893E+11,6983.666016,12209.09863
78,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,647,1192,25,760,5,2,406,155,150,7.5,7.5,7.5,7.5,115,37,144875,0.465764403,3711.592773,58304.71094,2.484790564,39.03310776,70.38220978,70.28529358,57.54669189,,15.70881176,0.25,9830000,3.0576E+12,5.11883E+12,78333501440,1.31141E+11,7968.820313,13340.87402
79,1,291,305,30,"volkswagen coccinelle-beetle,1200",VW,kaefer,2,4,1,0,26,268,1584,37,760,5,2,406,155,150,7.199999809,10.60000038,10.60000038,9.466667175,115,37,267125,0.805130661,7107.325684,114075.3906,2.341653109,37.58446121,73.2791214,73.65409851,60.11850357,,16.05039597,0.25,9840000,3.2647E+12,5.22943E+12,86863020032,1.39138E+11,8827.542969,14140.05176
77,1,292,302,30,volkswagen derby,VW,derby,2,4,2,0,26,2294,1092,37,700,5,2,383.5,156,135,7.599999905,7.599999905,7.599999905,7.599999905,140,15.39999962,154875,0.534239352,3730.948975,57700.87109,2.684101582,41.51088715,68.54105377,69.48742676,55.08410645,,15.46546841,0.25,9820000,2.8468E+12,4.97688E+12,68579598336,1.19893E+11,6983.666016,12209.09863
78,1,292,302,30,volkswagen derby,VW,derby,2,4,2,0,26,3010,1092,37,700,5,2,383.5,156,135,7.599999905,7.599999905,7.599999905,7.599999905,140,15.39999962,143625,0.461745739,3679.568604,57801.65234,2.484790564,39.03310776,70.38220978,70.28529358,57.54669189,,15.70881176,0.25,9830000,3.0576E+12,5.11883E+12,78333501440,1.31141E+11,7968.820313,13340.87402
79,1,292,302,30,volkswagen derby,VW,derby,2,4,2,0,26,3216,1092,37,700,5,2,391.5,156,135,6.400000095,8.899999619,9.5,8.266666412,145,15.39999962,155875,0.469816536,4147.325684,66566.21875,2.341653109,37.58446121,73.2791214,73.65409851,60.11850357,,16.05039597,0.25,9840000,3.2647E+12,5.22943E+12,86863020032,1.39138E+11,8827.542969,14140.05176
80,1,292,302,30,volksvagen derby,VW,derby,2,4,2,0,26,1867,1092,37,700,4.5,2,391.5,156,135,6.400000095,8.899999619,9.5,8.266666412,145,15.39999962,163000,0.457630247,4219.174316,67677.39063,2.408485413,38.63315201,77.25112152,79.2230835,64.11697388,72.71460724,16.04043388,0.25,9850000,3.5084E+12,5.4463E+12,90813194240,1.40975E+11,9219.613281,14312.16113
81,1,292,302,30,volksvagen derby,VW,derby,2,4,2,0,26,2186,1092,37,700,4.5,2,391.5,156,135,6.400000095,8.800000191,9.5,8.233333588,145,15.39999962,167875,0.452388048,3822.016113,63254.15625,2.653975725,43.92315292,82.13725281,85.42875671,69.00798798,82.94663239,16.54994583,0.25,9850000,3.6552E+12,5.3783E+12,83218063360,1.22448E+11,8448.53418,12431.26367
92,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,5387,1781,66,1060,5,4,438,169.5,142.5,6,7.800000191,9.899999619,7.900000095,180,12.5,508500,0.706973016,11316.18652,232891.5938,2.183419228,44.9356308,108.8780365,101.4419022,105.7164307,97.17373657,20.58039474,0.194999993,10050000,7.2286E+12,6.7586E+12,1.60866E+11,1.50406E+11,16006.53418,14965.7959
93,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,7131,1781,66,1075,5,4,438,169.5,142.5,6,7.800000191,9.899999619,7.900000095,180,12.5,573100,0.780106962,11793.42773,246633.6875,2.323688984,48.59486389,113.7312622,101.6002655,108.6278229,94.70903015,20.91280937,0.194999993,10080000,7.4052E+12,6.6597E+12,1.52386E+11,1.37045E+11,15117.70508,13595.76953
94,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,7332,1781,66,1075,5,4,438,171,141.5,6,7.800000191,9.899999619,7.900000095,180,12.5,573700,0.7451033,12116.52832,249284.2188,2.301389217,47.34854507,116.8400879,102.2087021,111.2107697,96.22259521,20.57389641,0.204999998,10090000,7.7689E+12,6.831E+12,1.64079E+11,1.44271E+11,16261.54199,14298.36914
95,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,5778,1781,66,1105,5,4,438,169.5,140.5,5.5,7.300000191,9.100000381,7.300000191,168,14.60000038,551400,0.693000317,12493.03223,256524.5625,2.149501801,44.13660431,118.9903564,103.9839935,112.8420258,99.30760193,20.53341103,0.204999998,10140000,8.0681E+12,6.9907E+12,1.82798E+11,1.58388E+11,18027.45508,15620.09961
96,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,4904,1781,66,1105,5,4,438,169.5,143,5.599999905,7.5,9.699999809,7.599999905,178,12.69999981,551400,0.674552262,12199.38867,251027.25,2.196574211,45.19898605,120.7606659,103.5505905,115.1653595,101.3174133,20.5770359,0.209999993,10160000,8.3051E+12,7.0809E+12,1.83745E+11,1.56661E+11,18085.16406,15419.34961
97,1,293,300,30,volkswagen vento,VW,vento,2,4,2,0,26,2674,1781,66,1105,5,4,438,169.5,143,6.199999809,11.10000038,11.10000038,9.466667175,178,12.69999981,562500,0.660696805,11374.29785,234956.3125,2.394062042,49.45360184,122.8763962,104.6674423,117.0396271,105.1385269,20.65677452,0.209999993,10190000,8.6755E+12,7.33425E+12,1.75427E+11,1.48306E+11,17215.60938,14554.04102
80,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,4053,1397,51,990,5,3,420.5,166,139,7.699999809,10.69999981,11,9.800000191,150,15.89999962,220625,0.619415164,5710.769043,83970.9375,2.62739706,38.63315201,78.61104584,80.11550903,64.11697388,72.71460724,14.70396423,0.25,9850000,3.5084E+12,5.4463E+12,90813194240,1.40975E+11,9219.613281,14312.16113
81,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,3472,1397,47,980,5,3,420.5,166,144,6.900000095,9.800000191,10.39999962,9.033332825,150,15.89999962,185400,0.499614269,4221.008301,63106.92188,2.937870979,43.92315292,83.91073608,87.09571075,69.00798798,82.94663239,14.95067501,0.25,9850000,3.6552E+12,5.3783E+12,83218063360,1.22448E+11,8448.53418,12431.26367
82,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,3057,1397,46.5,980,5,3,423,166,144,6.900000095,9.300000191,10,8.733333588,155,15.5,256750,0.639750004,4978.265137,86958.35156,2.952562809,51.57419205,88.8501358,92.07920837,75.02951813,94.11158752,17.46760178,0.25,9860000,3.9571E+12,5.4542E+12,76726362112,1.05754E+11,7781.578125,10725.60254
83,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,2944,1397,47,960,5,3,423,166,139,6.099999905,8,9.5,7.866666794,155,15.5,262437.5,0.617750585,4744.110352,85222.22656,3.079448938,55.31858826,91.30673218,93.3168335,80.77931213,100.4301224,17.96379471,0.25,9860000,4.1888E+12,5.4538E+12,75721383936,98588925952,7679.65332,9998.876953
84,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,2987,1397,46.5,950,5,3,423,166,144,5.800000191,7.800000191,8.800000191,7.466666698,155,15,278000,0.607428133,4670.746094,83947.78906,3.311582088,59.51940155,94.30343628,97.47525024,85.90679169,108.032959,17.97310257,0.25,9860000,4.5126E+12,5.5885E+12,75817287680,93893754880,7689.379883,9522.693359
85,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,4360,1397,46.5,950,5,3,423,166,144,5.800000191,7.800000191,8.800000191,7.466666698,155,15,286126,0.583568275,4855.540039,87149.35156,3.283168554,58.927742,96.43115234,99.00990295,90.0884552,110.8499451,17.94843674,0.25,9860000,4.8344E+12,5.6448E+12,82039455744,95791898624,8320.431641,9715.203125
86,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,4670,1397,52,950,5,3,432,166,139,5.800000191,7.800000191,8.800000191,7.466666698,155,15,329250,0.638440311,6353.661133,116116.3125,2.835518837,51.82051468,96.52761078,96.32012939,91.2555542,98.11595154,18.27549744,0.25,9860000,5.0849E+12,5.729E+12,98125234176,1.10555E+11,9951.849609,11212.44141
87,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,3949,1397,52,950,5,3,432,166,139,5.800000191,7.800000191,8.800000191,7.466666698,155,15,342625,0.635814905,7120.868164,131548.1094,2.604560375,48.11562347,95.84438324,95.13201141,92.67410278,93.2513504,18.47360611,0.25,9870000,5.3187E+12,5.8643E+12,1.1054E+11,1.21879E+11,11199.59277,12348.46387
88,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,3343,1397,52,995,5,5,432,166,139,5.800000191,7.800000191,8.800000191,7.466666698,155,15,369625,0.643165052,7419.342773,138156.9375,2.675399542,49.81910324,96.55976105,95.63531494,93.75102234,94.78403473,18.6211834,0.25,9900000,5.6895E+12,6.1411E+12,1.14203E+11,1.23268E+11,11535.6748,12451.31152
89,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,2208,1397,52,995,5,5,432,166,139,5.800000191,7.800000191,8.800000191,7.466666698,160,15,375125,0.604589045,7522.587402,139943.8281,2.680539846,49.8664856,97.60469055,99.04290771,96.66241455,101.0056305,18.60314941,0.25,9940000,6.1674E+12,6.3614E+12,1.23678E+11,1.27569E+11,12442.48047,12833.86816
90,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,1555,1397,51,995,5,5,432,168,143,8.100000381,8.100000381,8.100000381,8.100000381,160,14.5,424875,0.646283984,9439.411133,172824.5938,2.458417416,45.01075363,100,100,100,100,18.30883217,0.25,9970000,6.5544E+12,6.5544E+12,1.45619E+11,1.45619E+11,14605.6709,14605.6709
91,1,294,294,31,volvo 340,volvo,340,6,8,2,0,27,560,1397,51,950,5,5,432,168,143,6.599999905,8.600000381,9,8.066666603,160,14.5,437375,0.635473251,9295.84082,169909.2969,2.57416749,47.05060959,103.1333313,102.2854767,103.2085495,98.95196533,18.27799034,0.25,9980000,6.8689E+12,6.6592E+12,1.4599E+11,1.41533E+11,14628.2168,14181.63379
88,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,546,1721,66,1015,5,5,431,168,138,5.099999905,6.900000095,9.399999619,7.133333206,175,11.5,521500,0.907434821,10467.87207,63330.66016,8.234558105,49.81910324,85.04827118,88.68040466,93.75102234,94.78403473,6.050003052,0.25,9900000,5.6895E+12,6.1411E+12,1.14203E+11,1.23268E+11,11535.6748,12451.31152
89,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,2795,1721,66,1015,5,5,431,168,138,5.099999905,6.900000095,9.399999619,7.133333206,175,11.5,529375,0.85319382,10615.84766,64213.42969,8.243991852,49.8664856,90.52456665,95.52445221,96.66241455,101.0056305,6.048827648,0.25,9940000,6.1674E+12,6.3614E+12,1.23678E+11,1.27569E+11,12442.48047,12833.86816
90,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,3862,1721,66,980,5,5,431,168,138,7.099999905,7.099999905,7.099999905,7.099999905,175,11.5,529000,0.804670155,11752.74707,65921.14844,8.024739265,45.01075363,100,100,100,100,5.608998775,0.25,9970000,6.5544E+12,6.5544E+12,1.45619E+11,1.45619E+11,14605.6709,14605.6709
91,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,3685,1721,64,980,5,5,431,168,138,5.099999905,6.800000191,9.399999619,7.099999905,175,11.5,539600,0.783998549,11468.50195,65378.66406,8.253457069,47.05060959,109.3374634,101.6917877,103.2085495,98.95196533,5.700715542,0.25,9980000,6.8689E+12,6.6592E+12,1.4599E+11,1.41533E+11,14628.2168,14181.63379
92,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,4071,1794,66,980,5,5,431,168,138,5.099999905,6.800000191,9.399999619,7.099999905,175,11.5,477044,0.66323936,10616.16309,56846.96094,8.391723633,44.9356308,111.842186,101.0150757,105.7164307,97.17373657,5.354755878,0.194999993,10050000,7.2286E+12,6.7586E+12,1.60866E+11,1.50406E+11,16006.53418,14965.7959
93,1,295,294,31,volvo 440-460,volvo,440-460,6,11,3,0,27,3104,1596,61,980,5,5,431,168,138,5.5,7.400000095,9.800000191,7.566666603,165,12.80000019,515000,0.701020896,10597.82813,46340.08594,11.1134882,48.59486389,117.0301056,108.0590515,108.6278229,94.70903015,4.372602463,0.194999993,10080000,7.4052E+12,6.6597E+12,1.52386E+11,1.37045E+11,15117.70508,13595.76953
94,1,295,294,31,volvo 440-460,volvo,440-460,6,8,3,0,27,5032,1596,61,980,5,5,431,168,138,5.5,7.400000095,9.800000191,7.566666603,165,12.80000019,538000,0.698737264,11362.5459,208473.0781,2.580668926,47.34854507,112.2249985,104.7363815,111.2107697,96.22259521,18.34739304,0.204999998,10090000,7.7689E+12,6.831E+12,1.64079E+11,1.44271E+11,16261.54199,14298.36914
95,1,295,294,31,volvo 440-460,volvo,440-460,6,8,3,0,27,4736,1596,61,980,5,5,431,168,138,5.5,7.400000095,9.800000191,7.566666603,165,12.80000019,539000,0.677415967,12212.08594,223760.9688,2.408820391,44.13660431,114.3833313,106.3507996,112.8420258,99.30760193,18.32291222,0.204999998,10140000,8.0681E+12,6.9907E+12,1.82798E+11,1.58388E+11,18027.45508,15620.09961
96,1,295,294,31,volvo 440-460,volvo,440-460,6,8,3,0,27,2155,1596,61,980,5,5,440.5,168,141,5.800000191,8.100000381,10,7.966666698,175,11.5,554000,0.677732944,12256.91211,224909.2031,2.463216305,45.19898605,116.7583313,107.9401245,115.1653595,101.3174133,18.34958076,0.209999993,10160000,8.3051E+12,7.0809E+12,1.83745E+11,1.56661E+11,18085.16406,15419.34961
75,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,6456,1986,60.5,1250,5,4,490,171,143.5,10,11.5,13,11.5,150,,233250,0.98721087,5193.081055,46254.93359,5.042705536,44.91553116,29.2147522,32.43617249,47.11231995,,8.907030106,0.25,9790000,2.3131E+12,4.68231E+12,51498889216,1.04247E+11,5260.356445,10648.32422
80,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,5985,1986,71.5,1250,5,4,489,171,143,8.899999619,12.80000019,14.30000019,12,150,15.5,302625,0.849634051,7833.29834,54739.02734,5.528505325,38.63315201,48.12917709,53.32205582,64.11697388,72.71460724,6.987992287,0.25,9850000,3.5084E+12,5.4463E+12,90813194240,1.40975E+11,9219.613281,14312.16113
81,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,4143,1986,71.5,1250,5,4,479,171,143,9.300000191,12.60000038,14.60000038,12.16666698,155,15.5,320375,0.863343716,7293.989258,52553.50781,6.096167564,43.92315292,53.95682144,59.30482864,69.00798798,82.94663239,7.205043793,0.25,9850000,3.6552E+12,5.3783E+12,83218063360,1.22448E+11,8448.53418,12431.26367
82,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,4116,1986,71.5,1235,5,4,479,171,143,9.399999619,12.39999962,13.89999962,11.89999962,160,15.5,343125,0.854972661,6653.036621,48895.41797,7.017528534,51.57419205,58.58524323,66.91786957,75.02951813,94.11158752,7.349338531,0.25,9860000,3.9571E+12,5.4542E+12,76726362112,1.05754E+11,7781.578125,10725.60254
83,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1770,1986,71.5,1235,5,4,479,171,143,9.399999619,12.39999962,13.89999962,11.89999962,160,15.5,405000,0.953327894,7321.228027,49228.37891,8.22696209,55.31858826,63.80324936,74.36173248,80.77931213,100.4301224,6.724060059,0.25,9860000,4.1888E+12,5.4538E+12,75721383936,98588925952,7679.65332,9998.876953
84,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,3020,1986,74.5,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,160,14,448625,0.98024261,7537.458008,52721.42969,8.509347916,59.51940155,68.92098236,80.09843445,85.90679169,108.032959,6.994590282,0.25,9860000,4.5126E+12,5.5885E+12,75817287680,93893754880,7689.379883,9522.693359
85,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1768,1986,76,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,160,14,444375,0.906324983,7541.015137,51504.16016,8.627943993,58.927742,73.99861145,84.26638031,90.0884552,110.8499451,6.829870701,0.25,9860000,4.8344E+12,5.6448E+12,82039455744,95791898624,8320.431641,9715.203125
86,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1932,1986,74,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,160,14,535875,1.039101601,10340.98145,64114.58984,8.358081818,51.82051468,77.13101959,81.92863464,91.2555542,98.11595154,6.200048923,0.25,9860000,5.0849E+12,5.729E+12,98125234176,1.10555E+11,9951.849609,11212.44141
87,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1529,1986,74.5,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,160,14,563000,1.044768453,11700.98145,68588.57031,8.208364487,48.11562347,80.38775635,84.20485687,92.67410278,93.2513504,5.86177969,0.25,9870000,5.3187E+12,5.8643E+12,1.1054E+11,1.21879E+11,11199.59277,12348.46387
88,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1466,2316,85.5,1250,5,4,479,171,143,6.699999809,9.300000191,13,9.666666985,170,12.5,629000,1.094489932,12625.67871,76385.39844,8.234558105,49.81910324,85.04827118,88.68040466,93.75102234,94.78403473,6.050003052,0.25,9900000,5.6895E+12,6.1411E+12,1.14203E+11,1.23268E+11,11535.6748,12451.31152
89,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,1382,1986,74,1250,5,4,479,172,143,6.599999905,9.100000381,11.60000038,9.100000381,160,14,656875,1.05868566,13172.6748,79679.24219,8.243991852,49.8664856,90.52456665,95.52445221,96.66241455,101.0056305,6.048827648,0.25,9940000,6.1674E+12,6.3614E+12,1.23678E+11,1.27569E+11,12442.48047,12833.86816
90,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,903,2000,85,1250,5,4,479,171,143,9.199999809,9.199999809,9.199999809,9.199999809,177,12.69999981,694000,1.055654168,15418.53809,86482.5625,8.024739265,45.01075363,100,100,100,100,5.608998775,0.25,9970000,6.5544E+12,6.5544E+12,1.45619E+11,1.45619E+11,14605.6709,14605.6709
91,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,998,1986,82,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,177,12.69999981,694000,1.008330226,14750.07422,84085.97656,8.253457069,47.05060959,109.3374634,101.6917877,103.2085495,98.95196533,5.700715542,0.25,9980000,6.8689E+12,6.6592E+12,1.4599E+11,1.41533E+11,14628.2168,14181.63379
92,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,796,1986,82,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,166,12.69999981,683540,0.950332999,15211.53711,81454.0625,8.391723633,44.9356308,111.842186,101.0150757,105.7164307,97.17373657,5.354755878,0.194999993,10050000,7.2286E+12,6.7586E+12,1.60866E+11,1.50406E+11,16006.53418,14965.7959
93,1,297,293,31,volvo 240,volvo,240,6,11,4,0,27,187,1986,82,1235,5,4,479,171,143,6.599999905,9.100000381,11.60000038,9.100000381,166,12.69999981,720000,0.980068028,14816.38086,64786.14063,11.1134882,48.59486389,117.0301056,108.0590515,108.6278229,94.70903015,4.372602463,0.194999993,10080000,7.4052E+12,6.6597E+12,1.52386E+11,1.37045E+11,15117.70508,13595.76953
82,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,202,2849,115,1325,5,4,478.5,176,141,7.599999905,9.899999619,16.39999962,11.29999924,190,10,762500,1.899939179,14784.52637,108656.4844,7.017528534,51.57419205,58.58524323,66.91786957,75.02951813,94.11158752,7.349338531,0.25,9860000,3.9571E+12,5.4542E+12,76726362112,1.05754E+11,7781.578125,10725.60254
83,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,456,2849,115,1345,5,4,478.5,176,141,7.599999905,9.899999619,16.39999962,11.29999924,190,10,797125,1.876349449,14409.71289,96891.78125,8.22696209,55.31858826,63.80324936,74.36173248,80.77931213,100.4301224,6.724060059,0.25,9860000,4.1888E+12,5.4538E+12,75721383936,98588925952,7679.65332,9998.876953
84,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,1316,2316,84,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,689500,1.506552815,11584.45801,81028.53906,8.509347916,59.51940155,68.92098236,80.09843445,85.90679169,108.032959,6.994590282,0.25,9860000,4.5126E+12,5.5885E+12,75817287680,93893754880,7689.379883,9522.693359
85,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,2671,2316,84,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,585813,1.194794893,9941.208984,67897.17188,8.627943993,58.927742,73.99861145,84.26638031,90.0884552,110.8499451,6.829870701,0.25,9860000,4.8344E+12,5.6448E+12,82039455744,95791898624,8320.431641,9715.203125
86,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,3257,2316,84,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,666250,1.291908383,12856.87695,79713.26563,8.358081818,51.82051468,77.13101959,81.92863464,91.2555542,98.11595154,6.200048923,0.25,9860000,5.0849E+12,5.729E+12,98125234176,1.10555E+11,9951.849609,11212.44141
87,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,3088,2316,84,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,700000,1.299001694,14548.28906,85278.86719,8.208364487,48.11562347,80.38775635,84.20485687,92.67410278,93.2513504,5.86177969,0.25,9870000,5.3187E+12,5.8643E+12,1.1054E+11,1.21879E+11,11199.59277,12348.46387
88,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,3190,2316,86,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,732000,1.273714781,14693.15918,88893.65625,8.234558105,49.81910324,85.04827118,88.68040466,93.75102234,94.78403473,6.050003052,0.25,9900000,5.6895E+12,6.1411E+12,1.14203E+11,1.23268E+11,11535.6748,12451.31152
89,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,3200,2316,86,1250,5,4,478.5,175,141,6.599999905,8.899999619,11.80000019,9.100000381,178,12.5,746625,1.203335762,14972.48047,90565.95313,8.243991852,49.8664856,90.52456665,95.52445221,96.66241455,101.0056305,6.048827648,0.25,9940000,6.1674E+12,6.3614E+12,1.23678E+11,1.27569E+11,12442.48047,12833.86816
90,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,2590,2316,96.5,1250,5,4,478.5,175,141,9.699999809,9.699999809,9.699999809,9.699999809,186,10,823500,1.252638698,18295.62695,102620.1563,8.024739265,45.01075363,100,100,100,100,5.608998775,0.25,9970000,6.5544E+12,6.5544E+12,1.45619E+11,1.45619E+11,14605.6709,14605.6709
91,1,298,291,31,volvo 740-760,volvo,740-760,6,11,5,0,27,879,1986,82,1370,5,4,479,175,141,7.099999905,9.199999809,12.89999962,9.733333588,190,11.19999981,813000,1.181228399,17279.26563,98504.17969,8.253457069,47.05060959,109.3374634,101.6917877,103.2085495,98.95196533,5.700715542,0.25,9980000,6.8689E+12,6.6592E+12,1.4599E+11,1.41533E+11,14628.2168,14181.63379
90,1,300,291,31,volvo 940-960,volvo,940-960,6,11,5,0,27,296,2300,96,1376,5,4,487,175,141,11.89999962,11.89999962,11.89999962,11.89999962,180,10.19999981,881500,1.340863347,19584.20898,109847.8047,8.024739265,45.01075363,100,100,100,100,5.608998775,0.25,9970000,6.5544E+12,6.5544E+12,1.45619E+11,1.45619E+11,14605.6709,14605.6709
