ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
93,5,242,252,25,seat marbella,seat,marbella,5,10,1,0,26,1385,903,30,680,5,3,347.5,146,150,5.099999905,6.800000191,8,6.633333206,135,19.20000076,4295,0.396077424,4610.570801,23.74702263,180.8647766,0.931554973,117.3375015,105.4709473,111.5229568,112.9688263,0.00515056,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
94,5,242,252,25,seat marbella,seat,marbella,5,10,1,0,26,919,903,30,680,5,3,347.5,150,144.5,5.099999905,6.800000191,8,6.633333206,135,19.20000076,5005,0.436788946,5329.255371,26.17855263,191.1870422,0.939155638,122.8727341,109.9735107,114.2847672,115.8276367,0.004912235,0.174999997,58390000,6.69069E+11,5.72301E+11,7.12416E+11,6.09378E+11,12200.98535,10436.3457
86,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,4474,1193,46.5,900,5,3,364,161,139.5,5.5,7.800000191,9,7.433333397,155,16,4095,0.604923964,5115.131836,24.93935776,164.198288,0.800565898,79.52105713,90.48999023,77.555336,83.78896332,0.004875605,0.233333334,56850000,3.84843E+11,4.88122E+11,4.80714E+11,6.09721E+11,8455.826172,10725.08691
87,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7021,903,33,825,5,3,364,161,139.5,5.300000191,6.900000095,8.600000381,6.933333397,130,,4298,0.578743458,5478.561523,27.03241348,158.9943085,0.78451252,83.69412231,91.2348938,80.77304077,86.67277527,0.004934218,0.233333334,57010000,4.23381E+11,5.11615E+11,5.39674E+11,6.52144E+11,9466.303711,11439.11328
88,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7109,903,32.5,875,5,3,364,161,139.5,5.5,7.800000191,9,7.433333397,155,16,4600,0.557741344,6104.803223,29.35429955,156.7061768,0.753505051,87.74243164,93.97450256,84.73736572,89.83997345,0.004808394,0.233333334,57160000,4.7143E+11,5.37215E+11,6.25649E+11,7.12955E+11,10945.58203,12472.96582
89,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7740,903,32.5,875,4,3,364,161,139.5,4.900000095,6.599999905,9,6.833333492,155,16,5099,0.566866279,6422.9375,33.7853241,150.9235229,0.793873549,93.70222473,97.90597534,91.34456635,94.14068604,0.005260105,0.233333334,57360000,5.15957E+11,5.4894E+11,6.49923E+11,6.9147E+11,11330.60352,12054.92188
90,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,6868,903,32,840,5,3,364,161,139.5,5.300000191,7,8.800000191,7.033333302,129,22,5699,0.595216334,7515.770508,41.35083771,137.8206635,0.758272231,100,100,100,100,0.005501876,0.233333334,57560000,5.51118E+11,5.51118E+11,7.26808E+11,7.26808E+11,12626.95508,12626.95508
91,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,5692,903,32,840,5,4,368.5,161,141,5.300000191,7,8.800000191,7.033333302,129,22,5444,0.546694219,6953.448242,37.9209404,143.5618439,0.782920897,105.9346619,101.5394821,105.853981,105.4092331,0.005453545,0.233333334,57810000,5.75674E+11,5.40308E+11,7.3529E+11,6.90118E+11,12719.08203,11937.69727
92,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,4159,903,30,840,5,3,368.5,161,141,5.300000191,7,8.800000191,7.033333302,129,22,5480,0.530783594,6686.316895,37.5459671,145.954422,0.81958425,112.2110214,102.8720398,109.8050919,108.676445,0.005615344,0.233333334,58010000,5.98916E+11,5.37448E+11,7.30756E+11,6.55757E+11,12597.06738,11304.2041
93,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,3659,1193,52,890,5,3,368.5,161,141,4.900000095,6.599999905,9,6.833333492,157,12.80000019,5995,0.552848458,6435.476563,33.1463089,180.8647766,0.931554973,117.3375015,105.4709473,111.5229568,112.9688263,0.00515056,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
94,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,6763,1391,44,895,5,3,381.5,164,142.5,5.300000191,7.300000191,8.199999809,6.933333397,153,17.29999924,8405,0.733508706,8949.52832,43.96218491,191.1870422,0.939155638,122.8727341,109.9735107,114.2847672,115.8276367,0.004912235,0.174999997,58390000,6.69069E+11,5.72301E+11,7.12416E+11,6.09378E+11,12200.98535,10436.3457
95,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7122,1043,33,895,5,3,381.5,164,141.5,5.400000095,7.5,8,6.966666698,138,22.29999924,6805,0.566410065,7044.494629,36.06372833,188.6937561,0.966002584,128.6183777,117.0004959,118.1830215,120.6534424,0.00511942,0.174999997,58610000,7.04156E+11,5.87912E+11,7.28938E+11,6.08603E+11,12437.09277,10383.94238
96,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7116,1043,33,895,5,3,381.5,164,141,5.400000095,7.5,8,6.966666698,138,22.29999924,7485,0.592877269,8184.269531,40.44839859,185.0505829,0.914559305,133.1936798,118.9372635,121.076973,123.8623047,0.004942213,0.174999997,58780000,7.4209E+11,6.0172E+11,8.11418E+11,6.57934E+11,13804.32324,11193.16797
97,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,8221,998,37,910,5,3,385.5,164,142,5,7.800000191,7.800000191,6.866666794,145,19.39999962,7850,0.570417225,9378.983398,38.65993881,203.0525665,0.83697772,135.8202209,120.1705017,124.8695068,125.2458801,0.004121976,0.174999997,58200000,8.0094E+11,6.24387E+11,9.56943E+11,7.46002E+11,16442.32227,12817.90332
98,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7219,1390,44,920,5,3,385.5,164,142,5.300000191,8.699999809,8.699999809,7.566666603,157,15.10000038,8995,0.624995828,11066.73438,44.46072769,202.313385,0.812796235,138.2983704,119.3722382,129.1266632,125.8106232,0.004017511,0.174999997,58200000,8.3762E+11,6.36925E+11,1.03054E+12,7.83622E+11,17706.89453,13464.29492
99,5,243,249,25,seat ibiza,seat,ibiza,5,10,1,0,26,7164,1390,44,920,5,3,385.5,164,142,5.300000191,8.699999809,8.699999809,7.566666603,157,15.10000038,8995,0.588298261,10636.31641,41.38731003,217.3371429,0.845687509,141.5123749,120.1887589,131.124054,127.1385651,0.003891132,0.174999997,58200000,8.8987E+11,,1.05224E+12,,18079.80273,
86,5,244,247,25,seat malaga,seat,malaga,5,10,3,0,26,1443,1193,46.5,975,5,4,427,165,140,5,7,9.300000191,7.099999905,150,17,4632,0.68425101,5785.907227,28.209795,164.198288,0.800565898,79.52105713,90.48999023,77.555336,83.78896332,0.004875605,0.233333334,56850000,3.84843E+11,4.88122E+11,4.80714E+11,6.09721E+11,8455.826172,10725.08691
87,5,244,247,25,seat malaga,seat,malaga,5,10,3,0,26,1044,1193,46.5,910,5,4,427,165,140,5,7,9.300000191,7.099999905,150,17,4632,0.623717904,5904.303711,29.13311768,158.9943085,0.78451252,83.69412231,91.2348938,80.77304077,86.67277527,0.004934218,0.233333334,57010000,4.23381E+11,5.11615E+11,5.39674E+11,6.52144E+11,9466.303711,11439.11328
88,5,244,247,25,seat malaga,seat,malaga,5,10,3,0,26,670,1193,46.5,978,5,4,427.5,165,140,5,7,9.300000191,7.099999905,150,17,6395,0.775381684,8487.003906,40.80885696,156.7061768,0.753505051,87.74243164,93.97450256,84.73736572,89.83997345,0.004808394,0.233333334,57160000,4.7143E+11,5.37215E+11,6.25649E+11,7.12955E+11,10945.58203,12472.96582
89,5,244,247,25,seat malaga,seat,malaga,5,10,3,0,26,441,1193,46.5,910,4,4,427.5,165,140,5,7,9.300000191,7.099999905,150,17,6099,0.678038359,7682.583496,40.41119385,150.9235229,0.793873549,93.70222473,97.90597534,91.34456635,94.14068604,0.005260105,0.233333334,57360000,5.15957E+11,5.4894E+11,6.49923E+11,6.9147E+11,11330.60352,12054.92188
90,5,244,247,25,seat malaga,seat,malaga,5,10,3,0,26,445,1200,46,978,5,4,427.5,165,139,7.099999905,7.099999905,7.099999905,7.099999905,150,17.70000076,6534,0.682425618,8616.958008,47.40943527,137.8206635,0.758272231,100,100,100,100,0.005501876,0.233333334,57560000,5.51118E+11,5.51118E+11,7.26808E+11,7.26808E+11,12626.95508,12626.95508
92,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,2587,1595,55,1060,5,5,432,166,142.5,5.599999905,7.099999905,8.800000191,7.166666508,170,13.19999981,8989,0.870659411,10967.75586,61.58771896,145.954422,0.81958425,112.2110214,102.8720398,109.8050919,108.676445,0.005615344,0.233333334,58010000,5.98916E+11,5.37448E+11,7.30756E+11,6.55757E+11,12597.06738,11304.2041
93,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,3595,1595,53,985,5,5,432,166,144.5,5.599999905,7.300000191,9.300000191,7.400000095,170,13.30000019,8995,0.829503238,9655.898438,49.73328781,180.8647766,0.931554973,117.3375015,105.4709473,111.5229568,112.9688263,0.00515056,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
94,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,3692,1595,53,985,5,5,432,166,144.5,5.599999905,7.300000191,9.300000191,7.400000095,170,13.30000019,9805,0.855687439,10440.22949,51.28485489,191.1870422,0.939155638,122.8727341,109.9735107,114.2847672,115.8276367,0.004912235,0.174999997,58390000,6.69069E+11,5.72301E+11,7.12416E+11,6.09378E+11,12200.98535,10436.3457
95,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,1849,1595,55,985,5,5,432,166,142.5,5.699999809,7.300000191,9,7.333333492,170,13.30000019,10260,0.853984892,10621.08984,54.37381744,188.6937561,0.966002584,128.6183777,117.0004959,118.1830215,120.6534424,0.00511942,0.174999997,58610000,7.04156E+11,5.87912E+11,7.28938E+11,6.08603E+11,12437.09277,10383.94238
96,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,3123,1595,55,1060,5,5,432,166,142,5.400000095,7.400000095,9.600000381,7.466666698,170,13.30000019,12095,0.958029449,13224.94922,65.36050415,185.0505829,0.914559305,133.1936798,118.9372635,121.076973,123.8623047,0.004942213,0.174999997,58780000,7.4209E+11,6.0172E+11,8.11418E+11,6.57934E+11,13804.32324,11193.16797
97,5,247,247,25,seat toledo,seat,toledo,5,10,3,0,26,2151,1595,74,1080,5,5,432,166,142,6.099999905,10.80000019,10.80000019,9.233333588,188,11.30000019,12655,0.919570684,15119.87695,62.32376099,203.0525665,0.83697772,135.8202209,120.1705017,124.8695068,125.2458801,0.004121976,0.174999997,58200000,8.0094E+11,6.24387E+11,9.56943E+11,7.46002E+11,16442.32227,12817.90332
98,5,247,247,25,seat toledo,seat,toledo,5,1,3,0,26,1324,1595,74,1080,5,5,432,166,142,6.099999905,10.80000019,10.80000019,9.233333588,188,11.30000019,12295,0.85428834,15126.79297,249.6742249,49.24417114,0.812796235,118.1641846,103.1501617,129.1266632,125.8106232,0.01650543,0.174999997,58200000,8.3762E+11,6.36925E+11,1.03054E+12,7.83622E+11,17706.89453,13464.29492
99,5,247,247,25,seat toledo,seat,toledo,5,1,3,0,26,2864,1595,74,1155,5,4,444,174,144,5.900000095,10.60000038,10.60000038,9.033333778,188,11.5,14300,0.935260177,16909.31836,271.3838806,52.69288635,0.845687509,119.4997101,102.4192429,131.124054,127.1385651,0.016049368,0.174999997,58200000,8.8987E+11,,1.05224E+12,,18079.80273,
93,5,248,254,26,skoda favorit=120,skoda,favorit,9,2,1,0,26,8619,1289,40,875,5,5,381.5,162,142.5,6,8,8.899999619,7.633333206,140,16,4849,0.447166324,5205.275391,118.4697647,40.93027496,0.931554973,210.4166565,204.6875,111.5229568,112.9688263,0.022759559,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
94,5,248,254,26,skoda favorit=120,skoda,favorit,9,2,1,0,26,12013,1289,40,875,5,5,381.5,162,142,5.699999809,7.800000191,7.900000095,7.133333206,137,17,5419,0.472918957,5770.07666,131.8271484,41.10686111,0.939155638,231.5779266,215.4094849,114.2847672,115.8276367,0.022846688,0.174999997,58390000,6.69069E+11,5.72301E+11,7.12416E+11,6.09378E+11,12200.98535,10436.3457
79,5,259,260,27,subaru 1000/1400/1600,subaru,700/1000,4,6,1,0,23,3443,1595,64,980,5,2,398,162,141.5,9,11,13,11,150,,2843,0.801463246,4719.876953,9.807525635,289.879425,0.602346182,75.73964691,94.12521362,44.92897415,49.52492142,0.00207792,0.233333334,55880000,1.98221E+11,4.32849E+11,3.29082E+11,7.18605E+11,5889.075195,12859.79004
93,5,261,260,27,subaru vivio,subaru,vivio,4,6,1,0,23,452,658,32,640,4,3,329.5,139.5,138,5.099999905,7.300000191,6.699999809,6.366666794,133,18,6697,0.617585659,7189.055176,43.54089737,153.8094177,0.931554973,106.3755341,94.96147919,111.5229568,112.9688263,0.006056554,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
86,5,263,264,28,suzuki alto,suzuki,alto,4,6,1,0,24,914,796,29.5,630,4,3,330,140.5,141,5,7.699999809,6.400000095,6.366666794,130,20.5,3899,0.575970352,4870.304688,20.00197029,194.9308014,0.800565898,94.12451172,100.24823,77.555336,83.78896332,0.004106923,0.233333334,56850000,3.84843E+11,4.88122E+11,4.80714E+11,6.09721E+11,8455.826172,10725.08691
87,5,263,264,28,suzuki alto,suzuki,alto,4,6,1,0,24,388,796,29.5,620,4,3,330,140.5,141,5,7.699999809,6.400000095,6.366666794,130,20.5,4750,0.639607131,6054.715332,25.75245857,184.44841,0.78451252,94.23284912,96.48800659,80.77304077,86.67277527,0.00425329,0.233333334,57010000,4.23381E+11,5.11615E+11,5.39674E+11,6.52144E+11,9466.303711,11439.11328
88,5,263,264,28,suzuki alto,suzuki,alto,4,6,1,0,24,421,796,29.5,630,4,3,330,140.5,141,5,7.099999905,6.400000095,6.166666508,133,20.5,5100,0.618365407,6768.368652,29.54512596,172.6173096,0.753505051,94.87457275,95.53185272,84.73736572,89.83997345,0.004365177,0.233333334,57160000,4.7143E+11,5.37215E+11,6.25649E+11,7.12955E+11,10945.58203,12472.96582
98,5,263,264,28,suzuki alto,suzuki,alto,4,20,1,0,24,1507,993,39,640,4,3,329.5,139.5,139,4,8,8,6.666666508,125,,6350,0.441214383,7812.536133,21.43241119,296.2802429,0.812796235,514.8933105,142.2113037,129.1266632,125.8106232,0.002743336,0.174999997,58200000,8.3762E+11,6.36925E+11,1.03054E+12,7.83622E+11,17706.89453,13464.29492
86,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,747,1324,54,680,5,3,367,153,135,4,6.900000095,6.5,5.800000191,163,11.69999981,5100,0.753385186,6370.493652,26.16312981,194.9308014,0.800565898,94.12451172,100.24823,77.555336,83.78896332,0.004106923,0.233333334,56850000,3.84843E+11,4.88122E+11,4.80714E+11,6.09721E+11,8455.826172,10725.08691
87,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,1550,1324,50,700,4,3,358.5,153,135,4.199999809,5.800000191,6.300000191,5.433333397,163,,5750,0.774261236,7329.39209,31.1740284,184.44841,0.78451252,94.23284912,96.48800659,80.77304077,86.67277527,0.00425329,0.233333334,57010000,4.23381E+11,5.11615E+11,5.39674E+11,6.52144E+11,9466.303711,11439.11328
88,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,1682,1324,50,700,5,3,367,153,135,4.199999809,5.800000191,6.300000191,5.433333397,163,14.89999962,5699,0.690993011,7563.320313,33.01522827,172.6173096,0.753505051,94.87457275,95.53185272,84.73736572,89.83997345,0.004365177,0.233333334,57160000,4.7143E+11,5.37215E+11,6.25649E+11,7.12955E+11,10945.58203,12472.96582
89,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,1882,1298,50,740,4,3,371,157.5,135.5,4.199999809,5.800000191,6.300000191,5.433333397,163,,6599,0.733624399,8312.407227,36.80932236,179.275238,0.793873549,97.03308105,97.98657227,91.34456635,94.14068604,0.004428239,0.233333334,57360000,5.15957E+11,5.4894E+11,6.49923E+11,6.9147E+11,11330.60352,12054.92188
90,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,2371,1000,49,740,5,3,371,157.5,135.5,5.400000095,5.400000095,5.400000095,5.400000095,165,,6800,0.710207224,8967.755859,34.42985535,197.503006,0.758272231,100,100,100,100,0.003839295,0.233333334,57560000,5.51118E+11,5.51118E+11,7.26808E+11,7.26808E+11,12626.95508,12626.95508
91,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,2068,1298,49,740,5,3,371,157.5,135.5,4.199999809,5.800000191,6.300000191,5.433333397,165,,7299,0.7329759,9322.78125,39.88894653,182.983017,0.782920897,103.2669373,100.1746826,105.853981,105.4092331,0.004278653,0.233333334,57810000,5.75674E+11,5.40308E+11,7.3529E+11,6.90118E+11,12719.08203,11937.69727
92,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,1891,1298,49,760,5,3,371,157.5,135.5,4.699999809,6.199999809,6.5,5.799999714,165,,7550,0.731280327,9211.987305,42.56990433,177.3553467,0.81958425,105.0504227,98.68530273,109.8050919,108.676445,0.004621142,0.233333334,58010000,5.98916E+11,5.37448E+11,7.30756E+11,6.55757E+11,12597.06738,11304.2041
93,5,264,264,28,suzuki swift,suzuki,swift,4,6,1,0,24,1633,1298,49,790,4,3,374.5,158,135,4.699999809,6.199999809,6.5,5.799999714,165,,7850,0.723913312,8426.770508,51.03718567,153.8094177,0.931554973,106.3755341,94.96147919,111.5229568,112.9688263,0.006056554,0.233333334,58190000,6.31003E+11,5.48622E+11,6.77365E+11,5.88931E+11,11640.5791,10120.83594
94,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,1212,1298,49,790,4,3,409.5,158,138,4.699999809,6.199999809,6.5,5.799999714,165,,8380,0.731326938,8922.908203,54.73492432,153.1015167,0.939155638,240.2215576,121.4247513,114.2847672,115.8276367,0.006134202,0.174999997,58390000,6.69069E+11,5.72301E+11,7.12416E+11,6.09378E+11,12200.98535,10436.3457
95,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,4275,993,38,730,5,3,374.5,158,135,4.699999809,5.800000191,6,5.5,145,,6680,0.556005776,6915.095215,33.77387619,197.7859955,0.966002584,308.2111511,156.1121826,118.1830215,120.6534424,0.00488408,0.174999997,58610000,7.04156E+11,5.87912E+11,7.28938E+11,6.08603E+11,12437.09277,10383.94238
96,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,4264,993,38,730,5,3,374.5,158,135,4.699999809,5.800000191,6,5.5,145,32.40000153,6680,0.529114246,7304.064453,29.67639542,225.0947266,0.914559305,380.6082458,190.7407532,121.076973,123.8623047,0.004062998,0.174999997,58780000,7.4209E+11,6.0172E+11,8.11418E+11,6.57934E+11,13804.32324,11193.16797
97,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,3283,993,38,730,5,3,374.5,159,135,4.699999809,6.900000095,6.900000095,6.166666508,145,,7145,0.519188702,8536.666992,27.33178329,261.4172668,0.83697772,450.1810303,230.9837341,124.8695068,125.2458801,0.003201693,0.174999997,58200000,8.0094E+11,6.24387E+11,9.56943E+11,7.46002E+11,16442.32227,12817.90332
98,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,4282,993,38,730,5,5,374.5,159,135,4.699999809,6.900000095,6.900000095,6.166666508,145,,6895,0.479082376,8483.060547,23.27188683,296.2802429,0.812796235,514.8933105,142.2113037,129.1266632,125.8106232,0.002743336,0.174999997,58200000,8.3762E+11,6.36925E+11,1.03054E+12,7.83622E+11,17706.89453,13464.29492
99,5,264,264,28,suzuki swift,suzuki,swift,4,20,1,0,24,5564,993,38,730,4,5,374.5,159,135,4.699999809,6.900000095,6.900000095,6.166666508,145,,6900,0.451279372,8159.041992,20.79848099,331.7550049,0.845687509,567.9561157,80.55388641,131.124054,127.1385651,0.002549133,0.174999997,58200000,8.8987E+11,,1.05224E+12,,18079.80273,
75,5,268,286,29,toyota starlet-1000-osaka,toyota,starlet,4,6,1,0,25,4733,993,34,680,4,2,369.5,145,138,7,8.5,10,8.5,140,,1412,0.745671332,2533.468994,3.915239334,360.6420593,0.557338595,59.22160339,84.05810547,27.09613419,29.3382225,0.001545407,0.233333334,55900000,1.05852E+11,3.86867E+11,1.89924E+11,6.94133E+11,3397.567871,12417.40234
76,5,268,286,29,toyota starlet-1000-osaka,toyota,starlet,4,6,1,0,25,5330,993,34,680,4,2,369.5,145,138,7,8.5,10,8.5,140,,1649,0.735846877,2518.278076,4.849317074,340.0478821,0.654812515,64.78039551,88.36076355,31.57581711,34.18069458,0.001925648,0.233333334,55890000,1.25247E+11,3.9761E+11,1.91272E+11,6.07212E+11,3422.2854,10864.41113
77,5,268,286,29,toyota starlet-1000-osaka,toyota,starlet,4,6,1,0,25,4387,993,34.5,680,5,3,368,152.5,138,7.300000191,7.300000191,7.300000191,7.300000191,140,,1923,0.735699058,2896.995361,6.23256731,308.5405884,0.66379118,70.08917236,90.02482605,36.59068298,40.64844131,0.00215139,0.233333334,55850000,1.45983E+11,4.07002E+11,2.19923E+11,6.13148E+11,3937.745117,10978.4707
78,5,268,286,29,toyota starlet-1000-osaka,toyota,starlet,4,6,1,0,25,4137,993,34.5,680,5,3,368,152.5,138,7.300000191,7.300000191,7.300000191,7.300000191,140,,2721,0.901585698,4150.254395,10.62263584,256.151123,0.655622423,72.99774933,87.73558807,39.59696198,44.3157196,0.002559514,0.233333334,55840000,1.68526E+11,4.21073E+11,2.57047E+11,6.42249E+11,4603.283203,11501.59766
79,5,268,286,29,toyota starlet-1000-osaka,toyota,starlet,4,6,1,0,25,7906,993,34.5,695,5,3,368,152.5,138,6.300000191,8.899999619,7.5,7.566666603,140,,2858,0.805691838,4744.779785,9.859272003,289.879425,0.602346182,75.73964691,94.12521362,44.92897415,49.52492142,0.00207792,0.233333334,55880000,1.98221E+11,4.32849E+11,3.29082E+11,7.18605E+11,5889.075195,12859.79004
80,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,6768,993,34.5,695,4.5,3,368,152.5,138,6.300000191,8.899999619,9.5,8.233333588,140,,3219,0.782347679,5793.666504,11.31446075,284.5031738,0.555606723,81.63180542,110.8485794,53.00297165,57.4179039,0.001952902,0.233333334,56330000,2.31772E+11,4.2349E+11,4.17151E+11,7.62212E+11,7405.48877,13531.1875
81,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,4031,993,34.5,695,4.5,3,375.5,152.5,138,5.699999809,8,7.900000095,7.199999809,140,,3607,0.797304571,6048.430664,13.85540581,260.331604,0.596353054,85.64880371,112.4115143,59.29963684,63.55225754,0.002290744,0.233333334,56350000,2.54927E+11,4.18026E+11,4.27477E+11,7.00971E+11,7586.098633,12439.58691
82,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,4646,993,34.5,695,4.5,3,375.5,152.5,138,5.699999809,8,7.900000095,7.199999809,140,,3715,0.749680638,5782.476074,13.50869656,275.0080261,0.64245832,87.99066925,114.415741,64.3937912,68.9948349,0.002336144,0.233333334,56310000,2.79041E+11,4.25252E+11,4.34333E+11,6.61914E+11,7713.252441,11754.81641
83,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,2919,993,34.5,725,4.5,3,375.5,152.5,138,5.699999809,8,7.900000095,7.199999809,140,,4144,0.766988993,5804.46875,16.46177483,251.7347107,0.713932693,89.6574707,111.878273,67.36042023,73.46224213,0.002836052,0.233333334,56350000,3.04456E+11,4.40888E+11,4.26449E+11,6.17548E+11,7567.864746,10959.15527
84,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,2059,993,33,725,4.5,3,376,152.5,138,5.699999809,7.400000095,8,7.033333302,140,,4439,0.769821525,5640.253906,18.2033329,243.8564453,0.787021279,91.67430878,111.5840759,70.69705963,77.86297607,0.003227396,0.233333334,56510000,3.25852E+11,4.51131E+11,4.14032E+11,5.73213E+11,7326.703125,10143.57227
85,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,2320,999,40,725,4.5,3,376,152.5,138,5.5,7.300000191,7.900000095,6.900000095,140,,4770,0.756591976,6184.996582,20.10663414,237.2351227,0.771221101,93.54113007,110.3245392,74.98513794,82.66377258,0.003250872,0.233333334,56680000,3.57344E+11,4.68071E+11,4.63348E+11,6.06922E+11,8174.811035,10707.86816
86,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,1815,999,40,740,4.5,3,370,159,139.5,4.800000191,7,6.099999905,5.966666698,150,13.5,5249,0.775395811,6556.611816,26.92750359,194.9308014,0.800565898,94.12451172,100.24823,77.555336,83.78896332,0.004106923,0.233333334,56850000,3.84843E+11,4.88122E+11,4.80714E+11,6.09721E+11,8455.826172,10725.08691
87,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,1158,999,40,740,4,3,370,159,139.5,4.800000191,7,6.099999905,5.966666698,150,13.5,5899,0.794324696,7519.319336,31.98184204,184.44841,0.78451252,94.23284912,96.48800659,80.77304077,86.67277527,0.00425329,0.233333334,57010000,4.23381E+11,5.11615E+11,5.39674E+11,6.52144E+11,9466.303711,11439.11328
88,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,782,999,40,745,4.5,3,370,159,139.5,5.099999905,7.199999809,6.099999905,6.133333206,150,13.5,6476,0.785202801,8594.500977,37.51651382,172.6173096,0.753505051,94.87457275,95.53185272,84.73736572,89.83997345,0.004365177,0.233333334,57160000,4.7143E+11,5.37215E+11,6.25649E+11,7.12955E+11,10945.58203,12472.96582
89,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,555,999,40,745,4,3,370,159,139.5,5.099999905,7.300000191,6.099999905,6.166666508,150,13.5,6785,0.754302382,8546.701172,37.84683228,179.275238,0.793873549,97.03308105,97.98657227,91.34456635,94.14068604,0.004428239,0.233333334,57360000,5.15957E+11,5.4894E+11,6.49923E+11,6.9147E+11,11330.60352,12054.92188
90,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,529,999,40,710,4.5,3,372,160,138,6.300000191,6.300000191,6.300000191,6.300000191,150,13.5,7600,0.793761015,10022.78516,38.48042679,197.503006,0.758272231,100,100,100,100,0.003839295,0.233333334,57560000,5.51118E+11,5.51118E+11,7.26808E+11,7.26808E+11,12626.95508,12626.95508
91,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,429,999,40,780,4.5,3,372,160,138,5.199999809,6.699999809,7.099999905,6.333333015,150,13.5,8450,0.848560989,10792.91699,46.17914963,182.983017,0.782920897,103.2669373,100.1746826,105.853981,105.4092331,0.004278653,0.233333334,57810000,5.75674E+11,5.40308E+11,7.3529E+11,6.90118E+11,12719.08203,11937.69727
92,5,268,286,29,toyota starlet,toyota,starlet,4,6,1,0,25,496,999,40,765,4,3,372,160,138,5.199999809,6.699999809,7.099999905,6.333333015,150,13.5,8585,0.831528664,10474.82324,48.40564346,177.3553467,0.81958425,105.0504227,98.68530273,109.8050919,108.676445,0.004621142,0.233333334,58010000,5.98916E+11,5.37448E+11,7.30756E+11,6.55757E+11,12597.06738,11304.2041
